Ticker,"Levels (PDH, PDL, PMH, PML)",Level Broken,Time At Level Break,Time at Level Retest,Entry Price & Time,Exit Reason & Time,Result
MES,"PDH:4246.0, PDL:4220.0, PMH:4255.5, PML:4235.5",PMH,2021-06-24 10:14:00,2021-06-24 10:16:00,4257.00 @ 2021-06-24 14:18:00,SL @ 2021-06-24 10:20:00,LOSS
MNQ,"PDH:14316.75, PDL:14219.75, PMH:14358.75, PML:14299.75",PMH,2021-06-24 15:08:00,2021-06-24 15:10:00,14367.00 @ 2021-06-24 19:12:00,EMA_TRAIL (LOSS) @ 2021-06-24 15:18:00,LOSS
MES,"PDH:4246.0, PDL:4220.0, PMH:4255.5, PML:4235.5",PMH,2021-06-24 10:44:00,2021-06-24 10:48:00,4258.25 @ 2021-06-24 14:50:00,EMA_TRAIL (LOSS) @ 2021-06-24 15:22:00,LOSS
MES,"PDH:4260.75, PDL:4241.75, PMH:4265.75, PML:4246.25",PMH,2021-06-25 10:04:00,2021-06-25 10:12:00,4267.25 @ 2021-06-25 14:14:00,SL @ 2021-06-25 10:42:00,LOSS
MNQ,"PDH:14422.0, PDL:14316.25, PMH:14394.25, PML:14347.25",PML,2021-06-25 10:24:00,2021-06-25 10:56:00,14343.25 @ 2021-06-25 14:58:00,EMA_TRAIL (PROFIT) @ 2021-06-25 14:06:00,WIN
MES,"PDH:4260.75, PDL:4241.75, PMH:4265.75, PML:4246.25",PMH,2021-06-25 14:00:00,2021-06-25 14:02:00,4267.75 @ 2021-06-25 18:04:00,SL @ 2021-06-25 14:18:00,LOSS
MNQ,"PDH:14422.0, PDL:14316.25, PMH:14394.25, PML:14347.25",PML,2021-06-25 14:40:00,2021-06-25 14:42:00,14347.00 @ 2021-06-25 18:44:00,EMA_TRAIL (PROFIT) @ 2021-06-25 14:48:00,WIN
MNQ,"PDH:14422.0, PDL:14316.25, PMH:14394.25, PML:14347.25",PML,2021-06-25 15:08:00,2021-06-25 15:10:00,14345.00 @ 2021-06-25 19:12:00,EMA_TRAIL (LOSS) @ 2021-06-25 15:16:00,LOSS
MES,"PDH:4260.75, PDL:4241.75, PMH:4265.75, PML:4246.25",PMH,2021-06-25 14:46:00,2021-06-25 14:48:00,4270.25 @ 2021-06-25 18:50:00,EMA_TRAIL (LOSS) @ 2021-06-25 15:28:00,LOSS
MES,"PDH:4276.75, PDL:4251.0, PMH:4279.5, PML:4250.0",PDH,2021-06-28 15:28:00,2021-06-28 15:30:00,4278.25 @ 2021-06-28 19:32:00,SL @ 2021-06-28 15:34:00,LOSS
MES,"PDH:4282.0, PDL:4254.25, PMH:4285.75, PML:4265.5",PMH,2021-06-29 10:20:00,2021-06-29 10:24:00,4287.25 @ 2021-06-29 14:26:00,SL @ 2021-06-29 10:30:00,LOSS
MES,"PDH:4282.0, PDL:4254.25, PMH:4285.75, PML:4265.5",PMH,2021-06-29 10:36:00,2021-06-29 10:40:00,4288.25 @ 2021-06-29 14:42:00,EMA_TRAIL (LOSS) @ 2021-06-29 14:02:00,LOSS
MNQ,"PDH:14519.5, PDL:14380.0, PMH:14513.5, PML:14459.0",PDH,2021-06-29 14:00:00,2021-06-29 14:08:00,14560.25 @ 2021-06-29 18:10:00,EMA_TRAIL (LOSS) @ 2021-06-29 14:36:00,LOSS
MES,"PDH:4282.0, PDL:4254.25, PMH:4285.75, PML:4265.5",PDH,2021-06-29 15:18:00,2021-06-29 15:22:00,4282.25 @ 2021-06-29 19:24:00,SL @ 2021-06-29 15:38:00,LOSS
MES,"PDH:4291.0, PDL:4267.0, PMH:4286.5, PML:4261.0",PMH,2021-06-30 10:44:00,2021-06-30 10:46:00,4287.50 @ 2021-06-30 14:48:00,EMA_TRAIL (LOSS) @ 2021-06-30 14:02:00,LOSS
MNQ,"PDH:14570.0, PDL:14458.25, PMH:14648.250000000002, PML:14540.0",PMH,2021-07-02 10:14:00,2021-07-02 10:16:00,14657.50 @ 2021-07-02 14:18:00,EMA_TRAIL (LOSS) @ 2021-07-02 10:30:00,LOSS
MES,"PDH:4312.0, PDL:4284.75, PMH:4325.75, PML:4299.75",PMH,2021-07-02 14:00:00,2021-07-02 14:02:00,4340.25 @ 2021-07-02 18:04:00,EMA_TRAIL (LOSS) @ 2021-07-02 15:46:00,LOSS
MES,"PDH:4347.0, PDL:4308.75, PMH:4344.0, PML:4326.5",PMH,2021-07-05 10:28:00,2021-07-05 10:30:00,4344.50 @ 2021-07-05 14:32:00,SL @ 2021-07-05 10:40:00,LOSS
MNQ,"PDH:14704.250000000002, PDL:14679.000000000002, PMH:14748.750000000002, PML:14681.500000000002",PMH,2021-07-06 09:30:00,2021-07-06 09:34:00,14760.00 @ 2021-07-06 13:36:00,EMA_TRAIL (LOSS) @ 2021-07-06 09:54:00,LOSS
MNQ,"PDH:14704.250000000002, PDL:14679.000000000002, PMH:14748.750000000002, PML:14681.500000000002",PMH,2021-07-06 09:58:00,2021-07-06 10:02:00,14764.00 @ 2021-07-06 14:04:00,EMA_TRAIL (LOSS) @ 2021-07-06 10:34:00,LOSS
MNQ,"PDH:14704.250000000002, PDL:14679.000000000002, PMH:14748.750000000002, PML:14681.500000000002",PMH,2021-07-06 10:42:00,2021-07-06 10:52:00,14748.25 @ 2021-07-06 14:54:00,EMA_TRAIL (LOSS) @ 2021-07-06 10:58:00,LOSS
MES,"PDH:4346.75, PDL:4331.0, PMH:4343.75, PML:4328.75",PML,2021-07-06 09:38:00,2021-07-06 09:44:00,4327.25 @ 2021-07-06 13:46:00,EMA_TRAIL (PROFIT) @ 2021-07-06 14:02:00,WIN
MES,"PDH:4345.75, PDL:4296.5, PMH:4345.25, PML:4317.75",PMH,2021-07-07 09:44:00,2021-07-07 09:46:00,4337.00 @ 2021-07-07 13:48:00,EMA_TRAIL (LOSS) @ 2021-07-07 10:04:00,LOSS
MNQ,"PDH:14789.750000000002, PDL:14616.750000000002, PMH:14876.250000000002, PML:14812.000000000002",PML,2021-07-07 10:02:00,2021-07-07 10:04:00,14784.75 @ 2021-07-07 14:06:00,EMA_TRAIL (LOSS) @ 2021-07-07 14:02:00,LOSS
MNQ,"PDH:14789.750000000002, PDL:14616.750000000002, PMH:14876.250000000002, PML:14812.000000000002",PML,2021-07-07 14:14:00,2021-07-07 14:16:00,14806.25 @ 2021-07-07 18:18:00,EMA_TRAIL (LOSS) @ 2021-07-07 14:22:00,LOSS
MES,"PDH:4345.75, PDL:4296.5, PMH:4345.25, PML:4317.75",PDH,2021-07-07 14:00:00,2021-07-07 14:02:00,4348.25 @ 2021-07-07 18:04:00,EMA_TRAIL (LOSS) @ 2021-07-07 14:40:00,LOSS
MNQ,"PDH:14789.750000000002, PDL:14616.750000000002, PMH:14876.250000000002, PML:14812.000000000002",PML,2021-07-07 14:26:00,2021-07-07 14:28:00,14792.75 @ 2021-07-07 18:30:00,EMA_TRAIL (LOSS) @ 2021-07-07 14:58:00,LOSS
MES,"PDH:4345.75, PDL:4296.5, PMH:4345.25, PML:4317.75",PDH,2021-07-07 15:22:00,2021-07-07 15:26:00,4350.25 @ 2021-07-07 19:28:00,SL @ 2021-07-07 15:30:00,LOSS
MES,"PDH:4345.75, PDL:4296.5, PMH:4345.25, PML:4317.75",PDH,2021-07-07 15:42:00,2021-07-07 15:44:00,4352.25 @ 2021-07-07 19:46:00,SL @ 2021-07-07 15:50:00,LOSS
MNQ,"PDH:14789.750000000002, PDL:14616.750000000002, PMH:14876.250000000002, PML:14812.000000000002",PDH,2021-07-07 15:28:00,2021-07-07 15:30:00,14801.25 @ 2021-07-07 19:32:00,EMA_TRAIL (LOSS) @ 2021-07-07 15:54:00,LOSS
MES,"PDH:4353.0, PDL:4310.5, PMH:4317.75, PML:4270.0",PDL,2021-07-08 14:02:00,2021-07-08 14:06:00,4301.00 @ 2021-07-08 18:08:00,EMA_TRAIL (LOSS) @ 2021-07-08 15:00:00,LOSS
MES,"PDH:4322.5, PDL:4270.25, PMH:4336.0, PML:4309.75",PMH,2021-07-09 14:00:00,2021-07-09 14:02:00,4355.50 @ 2021-07-09 18:04:00,SL @ 2021-07-09 14:10:00,LOSS
MNQ,"PDH:14756.500000000002, PDL:14530.0, PMH:14741.500000000002, PML:14654.250000000002",PMH,2021-07-09 10:50:00,2021-07-09 10:52:00,14773.00 @ 2021-07-09 14:54:00,EMA_TRAIL (PROFIT) @ 2021-07-09 14:54:00,WIN
MES,"PDH:4363.5, PDL:4318.75, PMH:4360.25, PML:4333.25",PMH,2021-07-12 10:02:00,2021-07-12 10:04:00,4366.75 @ 2021-07-12 14:06:00,EMA_TRAIL (LOSS) @ 2021-07-12 10:44:00,LOSS
MES,"PDH:4363.5, PDL:4318.75, PMH:4360.25, PML:4333.25",PDH,2021-07-12 14:10:00,2021-07-12 14:12:00,4372.00 @ 2021-07-12 18:14:00,EMA_TRAIL (LOSS) @ 2021-07-12 15:34:00,LOSS
MNQ,"PDH:14996.000000000002, PDL:14850.000000000002, PMH:14962.500000000002, PML:14853.000000000002",PML,2021-07-15 09:32:00,2021-07-15 09:36:00,14796.50 @ 2021-07-15 13:38:00,EMA_TRAIL (LOSS) @ 2021-07-15 09:56:00,LOSS
MES,"PDH:4384.5, PDL:4345.0, PMH:4370.25, PML:4335.0",PML,2021-07-15 14:12:00,2021-07-15 14:20:00,4343.00 @ 2021-07-15 18:22:00,EMA_TRAIL (PROFIT) @ 2021-07-15 14:34:00,WIN
MES,"PDH:4384.5, PDL:4345.0, PMH:4370.25, PML:4335.0",PML,2021-07-15 14:38:00,2021-07-15 14:50:00,4333.75 @ 2021-07-15 18:52:00,EMA_TRAIL (LOSS) @ 2021-07-15 15:00:00,LOSS
MES,"PDH:4360.75, PDL:4318.75, PMH:4368.0, PML:4339.25",PML,2021-07-16 10:10:00,2021-07-16 10:12:00,4335.00 @ 2021-07-16 14:14:00,EMA_TRAIL (LOSS) @ 2021-07-16 14:22:00,LOSS
MES,"PDH:4360.75, PDL:4318.75, PMH:4368.0, PML:4339.25",PDL,2021-07-16 14:52:00,2021-07-16 14:54:00,4327.75 @ 2021-07-16 18:56:00,TP @ 2021-07-16 15:08:00,WIN
MES,"PDH:4360.75, PDL:4318.75, PMH:4368.0, PML:4339.25",PDL,2021-07-16 15:12:00,2021-07-16 15:18:00,4327.00 @ 2021-07-16 19:20:00,TP @ 2021-07-16 15:46:00,WIN
MES,"PDH:4365.75, PDL:4304.25, PMH:4305.25, PML:4252.5",PML,2021-07-19 09:34:00,2021-07-19 09:48:00,4245.00 @ 2021-07-19 13:50:00,EMA_TRAIL (LOSS) @ 2021-07-19 10:46:00,LOSS
MNQ,"PDH:14869.500000000002, PDL:14648.750000000002, PMH:14666.000000000002, PML:14498.5",PML,2021-07-19 10:30:00,2021-07-19 10:32:00,14445.00 @ 2021-07-19 14:34:00,EMA_TRAIL (LOSS) @ 2021-07-19 14:04:00,LOSS
MNQ,"PDH:14869.500000000002, PDL:14648.750000000002, PMH:14666.000000000002, PML:14498.5",PML,2021-07-19 15:14:00,2021-07-19 15:18:00,14468.25 @ 2021-07-19 19:20:00,EMA_TRAIL (LOSS) @ 2021-07-19 15:52:00,LOSS
MNQ,"PDH:14575.0, PDL:14436.25, PMH:14627.000000000002, PML:14566.0",PMH,2021-07-20 10:44:00,2021-07-20 10:48:00,14645.00 @ 2021-07-20 14:50:00,TP @ 2021-07-20 14:06:00,WIN
MES,"PDH:4272.25, PDL:4210.0, PMH:4278.5, PML:4249.0",PMH,2021-07-20 10:36:00,2021-07-20 10:42:00,4299.75 @ 2021-07-20 14:44:00,EMA_TRAIL (PROFIT) @ 2021-07-20 15:12:00,WIN
MES,"PDH:4328.75, PDL:4243.5, PMH:4338.25, PML:4306.0",PMH,2021-07-21 10:14:00,2021-07-21 10:16:00,4327.50 @ 2021-07-21 14:18:00,TP @ 2021-07-21 10:20:00,WIN
MES,"PDH:4328.75, PDL:4243.5, PMH:4338.25, PML:4306.0",PMH,2021-07-21 10:46:00,2021-07-21 10:54:00,4339.50 @ 2021-07-21 14:56:00,SL @ 2021-07-21 11:00:00,LOSS
MES,"PDH:4328.75, PDL:4243.5, PMH:4338.25, PML:4306.0",PMH,2021-07-21 14:20:00,2021-07-21 14:22:00,4342.50 @ 2021-07-21 18:24:00,EMA_TRAIL (PROFIT) @ 2021-07-21 15:50:00,WIN
MES,"PDH:4353.25, PDL:4317.5, PMH:4361.5, PML:4335.5",PDH,2021-07-22 14:06:00,2021-07-22 14:08:00,4357.25 @ 2021-07-22 18:10:00,EMA_TRAIL (LOSS) @ 2021-07-22 14:14:00,LOSS
MES,"PDH:4353.25, PDL:4317.5, PMH:4361.5, PML:4335.5",PDH,2021-07-22 14:50:00,2021-07-22 14:52:00,4360.25 @ 2021-07-22 18:54:00,SL @ 2021-07-22 14:58:00,LOSS
MNQ,"PDH:14835.750000000002, PDL:14683.750000000002, PMH:14869.250000000002, PML:14818.750000000002",PMH,2021-07-22 09:48:00,2021-07-22 09:54:00,14876.25 @ 2021-07-22 13:56:00,EMA_TRAIL (PROFIT) @ 2021-07-22 15:24:00,WIN
MES,"PDH:4353.25, PDL:4317.5, PMH:4361.5, PML:4335.5",PDH,2021-07-22 15:30:00,2021-07-22 15:36:00,4357.50 @ 2021-07-22 19:38:00,SL @ 2021-07-22 15:40:00,LOSS
MNQ,"PDH:14952.250000000002, PDL:14839.000000000002, PMH:15015.750000000002, PML:14955.000000000002",PML,2021-07-23 09:34:00,2021-07-23 09:38:00,14944.00 @ 2021-07-23 13:40:00,EMA_TRAIL (LOSS) @ 2021-07-23 09:56:00,LOSS
MNQ,"PDH:15117.500000000002, PDL:14925.000000000002, PMH:15096.250000000002, PML:15027.250000000002",PMH,2021-07-26 09:56:00,2021-07-26 09:58:00,15101.75 @ 2021-07-26 14:00:00,EMA_TRAIL (LOSS) @ 2021-07-26 10:46:00,LOSS
MNQ,"PDH:15117.500000000002, PDL:14925.000000000002, PMH:15096.250000000002, PML:15027.250000000002",PMH,2021-07-26 14:16:00,2021-07-26 14:20:00,15097.75 @ 2021-07-26 18:22:00,EMA_TRAIL (PROFIT) @ 2021-07-26 14:26:00,WIN
MNQ,"PDH:15117.500000000002, PDL:14925.000000000002, PMH:15096.250000000002, PML:15027.250000000002",PDH,2021-07-26 15:24:00,2021-07-26 15:26:00,15122.50 @ 2021-07-26 19:28:00,EMA_TRAIL (LOSS) @ 2021-07-26 15:38:00,LOSS
MNQ,"PDH:15134.250000000002, PDL:15030.000000000002, PMH:15131.500000000002, PML:15062.750000000002",PML,2021-07-27 09:40:00,2021-07-27 09:44:00,15051.50 @ 2021-07-27 13:46:00,TP @ 2021-07-27 10:14:00,WIN
MES,"PDH:4416.0, PDL:4386.5, PMH:4411.75, PML:4383.5",PML,2021-07-27 10:06:00,2021-07-27 10:30:00,4380.00 @ 2021-07-27 14:32:00,EMA_TRAIL (PROFIT) @ 2021-07-27 14:06:00,WIN
MES,"PDH:4416.0, PDL:4386.5, PMH:4411.75, PML:4383.5",PML,2021-07-27 15:28:00,2021-07-27 15:30:00,4384.75 @ 2021-07-27 19:32:00,EMA_TRAIL (PROFIT) @ 2021-07-27 15:40:00,WIN
MES,"PDH:4404.0, PDL:4355.0, PMH:4404.5, PML:4381.25",PML,2021-07-28 09:36:00,2021-07-28 09:46:00,4386.75 @ 2021-07-28 13:48:00,EMA_TRAIL (LOSS) @ 2021-07-28 10:22:00,LOSS
MES,"PDH:4404.0, PDL:4355.0, PMH:4404.5, PML:4381.25",PML,2021-07-28 14:00:00,2021-07-28 14:06:00,4381.00 @ 2021-07-28 18:08:00,EMA_TRAIL (LOSS) @ 2021-07-28 14:16:00,LOSS
MNQ,"PDH:15107.000000000002, PDL:14763.500000000002, PMH:15019.250000000002, PML:14932.000000000002",PMH,2021-07-28 14:40:00,2021-07-28 14:42:00,15018.00 @ 2021-07-28 18:44:00,EMA_TRAIL (LOSS) @ 2021-07-28 15:56:00,LOSS
MES,"PDH:4407.75, PDL:4367.5, PMH:4405.5, PML:4386.0",PMH,2021-07-29 09:50:00,2021-07-29 09:52:00,4412.00 @ 2021-07-29 13:54:00,EMA_TRAIL (LOSS) @ 2021-07-29 09:58:00,LOSS
MNQ,"PDH:15074.750000000002, PDL:14893.750000000002, PMH:15019.500000000002, PML:14950.000000000002",PMH,2021-07-29 09:34:00,2021-07-29 09:36:00,15059.00 @ 2021-07-29 13:38:00,EMA_TRAIL (LOSS) @ 2021-07-29 10:10:00,LOSS
MES,"PDH:4407.75, PDL:4367.5, PMH:4405.5, PML:4386.0",PMH,2021-07-29 10:32:00,2021-07-29 10:34:00,4414.00 @ 2021-07-29 14:36:00,SL @ 2021-07-29 10:38:00,LOSS
MES,"PDH:4422.75, PDL:4393.75, PMH:4388.75, PML:4363.0",PMH,2021-07-30 09:34:00,2021-07-30 09:38:00,4393.25 @ 2021-07-30 13:40:00,EMA_TRAIL (LOSS) @ 2021-07-30 10:20:00,LOSS
MES,"PDH:4422.75, PDL:4393.75, PMH:4388.75, PML:4363.0",PMH,2021-07-30 10:36:00,2021-07-30 10:38:00,4395.75 @ 2021-07-30 14:40:00,SL @ 2021-07-30 10:54:00,LOSS
MES,"PDH:4422.75, PDL:4393.75, PMH:4388.75, PML:4363.0",PMH,2021-07-30 15:28:00,2021-07-30 15:30:00,4391.25 @ 2021-07-30 19:32:00,SL @ 2021-07-30 15:34:00,LOSS
MNQ,"PDH:14979.750000000002, PDL:14864.750000000002, PMH:15045.500000000002, PML:14990.000000000002",PML,2021-08-02 09:36:00,2021-08-02 09:38:00,14960.75 @ 2021-08-02 13:40:00,EMA_TRAIL (LOSS) @ 2021-08-02 10:16:00,LOSS
MNQ,"PDH:14979.750000000002, PDL:14864.750000000002, PMH:15045.500000000002, PML:14990.000000000002",PML,2021-08-02 14:00:00,2021-08-02 14:04:00,14987.00 @ 2021-08-02 18:06:00,EMA_TRAIL (LOSS) @ 2021-08-02 14:18:00,LOSS
MES,"PDH:4405.0, PDL:4372.5, PMH:4418.0, PML:4392.25",PML,2021-08-02 14:20:00,2021-08-02 14:22:00,4390.75 @ 2021-08-02 18:24:00,EMA_TRAIL (LOSS) @ 2021-08-02 14:28:00,LOSS
MES,"PDH:4405.0, PDL:4372.5, PMH:4418.0, PML:4392.25",PML,2021-08-02 14:54:00,2021-08-02 14:58:00,4391.00 @ 2021-08-02 19:00:00,EMA_TRAIL (LOSS) @ 2021-08-02 15:04:00,LOSS
MES,"PDH:4414.0, PDL:4367.0, PMH:4397.0, PML:4376.25",PML,2021-08-03 09:34:00,2021-08-03 09:36:00,4372.00 @ 2021-08-03 13:38:00,EMA_TRAIL (LOSS) @ 2021-08-03 10:22:00,LOSS
MES,"PDH:4414.0, PDL:4367.0, PMH:4397.0, PML:4376.25",PML,2021-08-03 10:28:00,2021-08-03 10:32:00,4367.00 @ 2021-08-03 14:34:00,EMA_TRAIL (LOSS) @ 2021-08-03 10:38:00,LOSS
MES,"PDH:4414.0, PDL:4367.0, PMH:4397.0, PML:4376.25",PML,2021-08-03 10:46:00,2021-08-03 10:52:00,4370.75 @ 2021-08-03 14:54:00,SL @ 2021-08-03 14:00:00,LOSS
MES,"PDH:4414.0, PDL:4367.0, PMH:4397.0, PML:4376.25",PMH,2021-08-03 14:50:00,2021-08-03 14:52:00,4408.50 @ 2021-08-03 18:54:00,SL @ 2021-08-03 14:56:00,LOSS
MNQ,"PDH:15050.000000000002, PDL:14839.000000000002, PMH:15063.250000000002, PML:15005.750000000002",PMH,2021-08-04 14:02:00,2021-08-04 14:04:00,15083.50 @ 2021-08-04 18:06:00,EMA_TRAIL (LOSS) @ 2021-08-04 14:52:00,LOSS
MNQ,"PDH:15050.000000000002, PDL:14839.000000000002, PMH:15063.250000000002, PML:15005.750000000002",PMH,2021-08-04 15:32:00,2021-08-04 15:34:00,15080.25 @ 2021-08-04 19:36:00,EMA_TRAIL (LOSS) @ 2021-08-04 15:58:00,LOSS
MES,"PDH:4408.0, PDL:4375.25, PMH:4408.75, PML:4390.0",PMH,2021-08-05 10:12:00,2021-08-05 10:16:00,4410.00 @ 2021-08-05 14:18:00,EMA_TRAIL (LOSS) @ 2021-08-05 14:02:00,LOSS
MNQ,"PDH:15108.000000000002, PDL:14990.000000000002, PMH:15117.250000000002, PML:15080.250000000002",PMH,2021-08-05 10:42:00,2021-08-05 10:46:00,15129.50 @ 2021-08-05 14:48:00,EMA_TRAIL (PROFIT) @ 2021-08-05 14:26:00,WIN
MES,"PDH:4408.0, PDL:4375.25, PMH:4408.75, PML:4390.0",PMH,2021-08-05 15:38:00,2021-08-05 15:40:00,4415.75 @ 2021-08-05 19:42:00,EMA_TRAIL (LOSS) @ 2021-08-05 15:50:00,LOSS
MES,"PDH:4422.5, PDL:4393.75, PMH:4429.5, PML:4402.25",PMH,2021-08-06 14:12:00,2021-08-06 14:16:00,4430.50 @ 2021-08-06 18:18:00,SL @ 2021-08-06 14:20:00,LOSS
MNQ,"PDH:15172.250000000002, PDL:15065.250000000002, PMH:15159.750000000002, PML:15075.000000000002",PML,2021-08-06 14:46:00,2021-08-06 14:48:00,15081.75 @ 2021-08-06 18:50:00,EMA_TRAIL (LOSS) @ 2021-08-06 15:16:00,LOSS
MES,"PDH:4433.25, PDL:4412.5, PMH:4428.5, PML:4408.0",PML,2021-08-09 10:56:00,2021-08-09 10:58:00,4421.75 @ 2021-08-09 15:00:00,EMA_TRAIL (LOSS) @ 2021-08-09 14:02:00,LOSS
MES,"PDH:4433.25, PDL:4412.5, PMH:4428.5, PML:4408.0",PMH,2021-08-09 14:26:00,2021-08-09 14:28:00,4430.75 @ 2021-08-09 18:30:00,EMA_TRAIL (LOSS) @ 2021-08-09 14:38:00,LOSS
MES,"PDH:4433.25, PDL:4412.5, PMH:4428.5, PML:4408.0",PMH,2021-08-09 14:42:00,2021-08-09 14:46:00,4429.50 @ 2021-08-09 18:48:00,SL @ 2021-08-09 14:54:00,LOSS
MNQ,"PDH:15150.000000000002, PDL:15040.000000000002, PMH:15125.750000000002, PML:15076.750000000002",PMH,2021-08-09 14:30:00,2021-08-09 14:42:00,15132.00 @ 2021-08-09 18:44:00,EMA_TRAIL (LOSS) @ 2021-08-09 15:24:00,LOSS
MES,"PDH:4433.25, PDL:4412.5, PMH:4428.5, PML:4408.0",PMH,2021-08-09 15:16:00,2021-08-09 15:26:00,4427.25 @ 2021-08-09 19:28:00,SL @ 2021-08-09 15:44:00,LOSS
MNQ,"PDH:15146.000000000002, PDL:15060.000000000002, PMH:15150.250000000002, PML:15116.000000000002",PML,2021-08-10 09:32:00,2021-08-10 10:16:00,15109.25 @ 2021-08-10 14:18:00,TP @ 2021-08-10 10:40:00,WIN
MES,"PDH:4432.0, PDL:4405.0, PMH:4430.25, PML:4414.0",PMH,2021-08-10 09:56:00,2021-08-10 10:04:00,4433.50 @ 2021-08-10 14:06:00,SL @ 2021-08-10 10:40:00,LOSS
MES,"PDH:4432.0, PDL:4405.0, PMH:4430.25, PML:4414.0",PDH,2021-08-10 14:02:00,2021-08-10 14:16:00,4430.50 @ 2021-08-10 18:18:00,SL @ 2021-08-10 15:04:00,LOSS
MES,"PDH:4438.25, PDL:4412.5, PMH:4443.5, PML:4411.0",PDH,2021-08-11 15:06:00,2021-08-11 15:08:00,4439.75 @ 2021-08-11 19:10:00,SL @ 2021-08-11 15:12:00,LOSS
MES,"PDH:4438.25, PDL:4412.5, PMH:4443.5, PML:4411.0",PDH,2021-08-11 15:20:00,2021-08-11 15:24:00,4441.00 @ 2021-08-11 19:26:00,EMA_TRAIL (LOSS) @ 2021-08-11 15:32:00,LOSS
MNQ,"PDH:15119.000000000002, PDL:14953.750000000002, PMH:15035.000000000002, PML:14975.000000000002",PML,2021-08-12 09:50:00,2021-08-12 09:52:00,14962.50 @ 2021-08-12 13:54:00,EMA_TRAIL (LOSS) @ 2021-08-12 10:20:00,LOSS
MES,"PDH:4442.5, PDL:4419.75, PMH:4444.25, PML:4423.0",PML,2021-08-12 10:00:00,2021-08-12 10:08:00,4423.00 @ 2021-08-12 14:10:00,EMA_TRAIL (LOSS) @ 2021-08-12 10:22:00,LOSS
MES,"PDH:4442.5, PDL:4419.75, PMH:4444.25, PML:4423.0",PMH,2021-08-12 14:00:00,2021-08-12 14:02:00,4448.00 @ 2021-08-12 18:04:00,SL @ 2021-08-12 14:10:00,LOSS
MES,"PDH:4442.5, PDL:4419.75, PMH:4444.25, PML:4423.0",PMH,2021-08-12 14:18:00,2021-08-12 14:20:00,4449.50 @ 2021-08-12 18:22:00,EMA_TRAIL (LOSS) @ 2021-08-12 15:12:00,LOSS
MES,"PDH:4442.5, PDL:4419.75, PMH:4444.25, PML:4423.0",PMH,2021-08-12 15:22:00,2021-08-12 15:26:00,4453.75 @ 2021-08-12 19:28:00,SL @ 2021-08-12 15:30:00,LOSS
MNQ,"PDH:15090.500000000002, PDL:14925.500000000002, PMH:15095.000000000002, PML:15045.000000000002",PMH,2021-08-13 10:04:00,2021-08-13 10:06:00,15106.00 @ 2021-08-13 14:08:00,EMA_TRAIL (LOSS) @ 2021-08-13 14:22:00,LOSS
MES,"PDH:4456.25, PDL:4420.5, PMH:4460.5, PML:4438.75",PDH,2021-08-13 14:44:00,2021-08-13 14:52:00,4457.50 @ 2021-08-13 18:54:00,SL @ 2021-08-13 14:56:00,LOSS
MES,"PDH:4456.25, PDL:4420.5, PMH:4460.5, PML:4438.75",PDH,2021-08-13 15:28:00,2021-08-13 15:36:00,4460.00 @ 2021-08-13 19:38:00,SL @ 2021-08-13 15:40:00,LOSS
MES,"PDH:4463.25, PDL:4444.5, PMH:4456.25, PML:4428.0",PML,2021-08-16 09:50:00,2021-08-16 09:54:00,4428.25 @ 2021-08-16 13:56:00,EMA_TRAIL (LOSS) @ 2021-08-16 10:10:00,LOSS
MES,"PDH:4463.25, PDL:4444.5, PMH:4456.25, PML:4428.0",PML,2021-08-16 10:18:00,2021-08-16 10:24:00,4423.75 @ 2021-08-16 14:26:00,EMA_TRAIL (LOSS) @ 2021-08-16 10:36:00,LOSS
MES,"PDH:4463.25, PDL:4444.5, PMH:4456.25, PML:4428.0",PML,2021-08-16 10:42:00,2021-08-16 10:48:00,4436.25 @ 2021-08-16 14:50:00,SL @ 2021-08-16 14:02:00,LOSS
MNQ,"PDH:15141.500000000002, PDL:15058.000000000002, PMH:15115.500000000002, PML:15050.000000000002",PML,2021-08-16 09:50:00,2021-08-16 09:52:00,15021.00 @ 2021-08-16 13:54:00,EMA_TRAIL (LOSS) @ 2021-08-16 14:02:00,LOSS
MES,"PDH:4463.25, PDL:4444.5, PMH:4456.25, PML:4428.0",PMH,2021-08-16 14:04:00,2021-08-16 14:06:00,4462.50 @ 2021-08-16 18:08:00,EMA_TRAIL (LOSS) @ 2021-08-16 15:32:00,LOSS
MES,"PDH:4476.5, PDL:4418.0, PMH:4459.0, PML:4435.75",PML,2021-08-17 09:30:00,2021-08-17 09:52:00,4430.00 @ 2021-08-17 13:54:00,EMA_TRAIL (LOSS) @ 2021-08-17 10:12:00,LOSS
MNQ,"PDH:15057.750000000002, PDL:14884.750000000002, PMH:15028.250000000002, PML:14954.500000000002",PML,2021-08-18 14:12:00,2021-08-18 14:14:00,14913.75 @ 2021-08-18 18:16:00,EMA_TRAIL (LOSS) @ 2021-08-18 14:28:00,LOSS
MES,"PDH:4453.5, PDL:4400.0, PMH:4444.0, PML:4422.0",PML,2021-08-18 14:12:00,2021-08-18 14:14:00,4411.00 @ 2021-08-18 18:16:00,EMA_TRAIL (LOSS) @ 2021-08-18 14:30:00,LOSS
